instnm,year,tot_completions,tot_airea_completions,first_students_enrolled,rural,tribal,cz_label,pct_airea_completions
Arizona Western College,2013,1702,236,8000,Non-rural,Non-tribal,"Yuma, AZ",0.13866039952996476
Arizona Western College,2014,2103,344,7702,Non-rural,Non-tribal,"Yuma, AZ",0.16357584403233477
Arizona Western College,2015,2354,337,7514,Non-rural,Non-tribal,"Yuma, AZ",0.143160577740017
Arizona Western College,2016,2227,293,7569,Non-rural,Non-tribal,"Yuma, AZ",0.1315671306690615
Arizona Western College,2017,2193,241,7557,Non-rural,Non-tribal,"Yuma, AZ",0.10989512083903329
Arizona Western College,2018,2088,311,7434,Non-rural,Non-tribal,"Yuma, AZ",0.1489463601532567
Arizona Western College,2019,2056,264,7500,Non-rural,Non-tribal,"Yuma, AZ",0.12840466926070038
Arizona Western College,2020,2311,232,6487,Non-rural,Non-tribal,"Yuma, AZ",0.10038944180008655
Arizona Western College,2021,1637,109,8081,Non-rural,Non-tribal,"Yuma, AZ",0.06658521686010996
Arizona Western College,2022,1601,126,8050,Non-rural,Non-tribal,"Yuma, AZ",0.07870081199250469
Arizona Western College,2023,1895,154,8038,Non-rural,Non-tribal,"Yuma, AZ",0.0812664907651715
Arkansas Northeastern College,2010,432,58,2003,Rural,Non-tribal,"Blytheville, AR",0.13425925925925927
Arkansas Northeastern College,2011,493,59,1996,Rural,Non-tribal,"Blytheville, AR",0.11967545638945233
Arkansas Northeastern College,2012,433,59,1672,Rural,Non-tribal,"Blytheville, AR",0.13625866050808313
Arkansas Northeastern College,2013,437,71,1425,Rural,Non-tribal,"Blytheville, AR",0.16247139588100687
Arkansas Northeastern College,2014,401,94,1425,Rural,Non-tribal,"Blytheville, AR",0.2344139650872818
Arkansas Northeastern College,2015,381,99,1361,Rural,Non-tribal,"Blytheville, AR",0.25984251968503935
Arkansas Northeastern College,2016,397,75,1416,Rural,Non-tribal,"Blytheville, AR",0.1889168765743073
Arkansas Northeastern College,2017,378,80,1474,Rural,Non-tribal,"Blytheville, AR",0.21164021164021163
Arkansas Northeastern College,2018,398,80,1422,Rural,Non-tribal,"Blytheville, AR",0.20100502512562815
Arkansas Northeastern College,2019,456,91,1562,Rural,Non-tribal,"Blytheville, AR",0.19956140350877194
Arkansas Northeastern College,2020,464,99,1358,Rural,Non-tribal,"Blytheville, AR",0.21336206896551724
Arkansas Northeastern College,2021,440,109,1457,Rural,Non-tribal,"Blytheville, AR",0.24772727272727274
Arkansas Northeastern College,2022,539,103,1502,Rural,Non-tribal,"Blytheville, AR",0.19109461966604824
Arkansas Northeastern College,2023,593,103,1451,Rural,Non-tribal,"Blytheville, AR",0.1736930860033727
Arkansas State University Mid-South,2010,188,55,2340,Non-rural,Non-tribal,"Memphis, TN",0.2925531914893617
Arkansas State University Mid-South,2011,194,48,2168,Non-rural,Non-tribal,"Memphis, TN",0.24742268041237114
Arkansas State University Mid-South,2012,279,86,1980,Non-rural,Non-tribal,"Memphis, TN",0.30824372759856633
Arkansas State University Mid-South,2013,276,73,1793,Non-rural,Non-tribal,"Memphis, TN",0.2644927536231884
Arkansas State University Mid-South,2014,343,82,1895,Non-rural,Non-tribal,"Memphis, TN",0.239067055393586
Arkansas State University Mid-South,2015,379,86,1896,Non-rural,Non-tribal,"Memphis, TN",0.22691292875989447
Arkansas State University Mid-South,2016,443,137,1836,Non-rural,Non-tribal,"Memphis, TN",0.309255079006772
Arkansas State University Mid-South,2017,556,201,1561,Non-rural,Non-tribal,"Memphis, TN",0.36151079136690645
Arkansas State University Mid-South,2018,458,147,1423,Non-rural,Non-tribal,"Memphis, TN",0.32096069868995636
Arkansas State University Mid-South,2019,567,136,1330,Non-rural,Non-tribal,"Memphis, TN",0.23985890652557318
Arkansas State University Mid-South,2020,479,142,1203,Non-rural,Non-tribal,"Memphis, TN",0.2964509394572025
Arkansas State University Mid-South,2021,538,157,1077,Non-rural,Non-tribal,"Memphis, TN",0.29182156133828996
Arkansas State University Mid-South,2022,468,99,979,Non-rural,Non-tribal,"Memphis, TN",0.21153846153846154
Arkansas State University Mid-South,2023,442,80,1021,Non-rural,Non-tribal,"Memphis, TN",0.18099547511312217
Arkansas State University Three Rivers,2010,659,113,1542,Rural,Non-tribal,"Hot Springs, AR",0.17147192716236723
Arkansas State University Three Rivers,2011,644,120,1407,Rural,Non-tribal,"Hot Springs, AR",0.18633540372670807
Arkansas State University Three Rivers,2012,644,117,1412,Rural,Non-tribal,"Hot Springs, AR",0.18167701863354038
Arkansas State University Three Rivers,2013,608,92,1501,Rural,Non-tribal,"Hot Springs, AR",0.1513157894736842
Arkansas State University Three Rivers,2014,661,100,1444,Rural,Non-tribal,"Hot Springs, AR",0.15128593040847202
Arkansas State University Three Rivers,2015,734,122,1346,Rural,Non-tribal,"Hot Springs, AR",0.16621253405994552
Arkansas State University Three Rivers,2016,635,152,1328,Rural,Non-tribal,"Hot Springs, AR",0.23937007874015748
Arkansas State University Three Rivers,2017,632,167,1272,Rural,Non-tribal,"Hot Springs, AR",0.26424050632911394
Arkansas State University Three Rivers,2018,629,167,1257,Rural,Non-tribal,"Hot Springs, AR",0.2655007949125596
Arkansas State University Three Rivers,2019,642,90,1151,Rural,Non-tribal,"Hot Springs, AR",0.14018691588785046
Arkansas State University Three Rivers,2020,654,191,1243,Rural,Non-tribal,"Hot Springs, AR",0.29204892966360857
Arkansas State University Three Rivers,2021,535,60,1597,Rural,Non-tribal,"Hot Springs, AR",0.11214953271028037
Arkansas State University Three Rivers,2022,537,81,1832,Rural,Non-tribal,"Hot Springs, AR",0.15083798882681565
Arkansas State University Three Rivers,2023,627,134,2028,Rural,Non-tribal,"Hot Springs, AR",0.21371610845295055
Arkansas State University-Beebe,2010,1165,259,4683,Rural,Non-tribal,"Searcy, AR",0.2223175965665236
Arkansas State University-Beebe,2011,1140,261,4689,Rural,Non-tribal,"Searcy, AR",0.22894736842105262
Arkansas State University-Beebe,2012,1235,258,4643,Rural,Non-tribal,"Searcy, AR",0.2089068825910931
Arkansas State University-Beebe,2013,1455,366,4380,Rural,Non-tribal,"Searcy, AR",0.2515463917525773
Arkansas State University-Beebe,2014,1606,418,4140,Rural,Non-tribal,"Searcy, AR",0.2602739726027397
Arkansas State University-Beebe,2015,1687,404,3935,Rural,Non-tribal,"Searcy, AR",0.23947836395969177
Arkansas State University-Beebe,2016,1772,478,3989,Rural,Non-tribal,"Searcy, AR",0.2697516930022573
Arkansas State University-Beebe,2017,1624,427,3739,Rural,Non-tribal,"Searcy, AR",0.2629310344827586
Arkansas State University-Beebe,2018,1456,341,3446,Rural,Non-tribal,"Searcy, AR",0.2342032967032967
Arkansas State University-Beebe,2019,1622,280,3317,Rural,Non-tribal,"Searcy, AR",0.17262638717632553
Arkansas State University-Beebe,2020,1561,234,2982,Rural,Non-tribal,"Searcy, AR",0.14990390775144138
Arkansas State University-Beebe,2021,1343,181,2776,Rural,Non-tribal,"Searcy, AR",0.1347728965003723
Arkansas State University-Beebe,2022,966,158,2928,Rural,Non-tribal,"Searcy, AR",0.16356107660455488
Arkansas State University-Beebe,2023,977,226,3010,Rural,Non-tribal,"Searcy, AR",0.23132036847492324
Arkansas State University-Mountain Home,2010,467,8,1583,Rural,Non-tribal,"Mountain Home, AR",0.017130620985010708
Arkansas State University-Mountain Home,2011,579,28,1472,Rural,Non-tribal,"Mountain Home, AR",0.04835924006908463
Arkansas State University-Mountain Home,2012,571,30,1421,Rural,Non-tribal,"Mountain Home, AR",0.05253940455341506
Arkansas State University-Mountain Home,2013,494,14,1238,Rural,Non-tribal,"Mountain Home, AR",0.02834008097165992
Arkansas State University-Mountain Home,2014,583,52,1393,Rural,Non-tribal,"Mountain Home, AR",0.08919382504288165
Arkansas State University-Mountain Home,2015,596,56,1384,Rural,Non-tribal,"Mountain Home, AR",0.09395973154362416
Arkansas State University-Mountain Home,2016,571,57,1367,Rural,Non-tribal,"Mountain Home, AR",0.09982486865148861
Arkansas State University-Mountain Home,2017,571,57,1410,Rural,Non-tribal,"Mountain Home, AR",0.09982486865148861
Arkansas State University-Mountain Home,2018,606,140,1345,Rural,Non-tribal,"Mountain Home, AR",0.23102310231023102
Arkansas State University-Mountain Home,2019,521,134,1325,Rural,Non-tribal,"Mountain Home, AR",0.2571976967370441
Arkansas State University-Mountain Home,2020,505,100,1271,Rural,Non-tribal,"Mountain Home, AR",0.19801980198019803
Arkansas State University-Mountain Home,2021,566,110,1246,Rural,Non-tribal,"Mountain Home, AR",0.19434628975265017
Arkansas State University-Mountain Home,2022,830,146,1247,Rural,Non-tribal,"Mountain Home, AR",0.17590361445783131
Arkansas State University-Mountain Home,2023,551,84,1284,Rural,Non-tribal,"Mountain Home, AR",0.15245009074410162
Arkansas State University-Newport,2010,539,252,2102,Rural,Non-tribal,"Searcy, AR",0.4675324675324675
Arkansas State University-Newport,2011,534,185,2025,Rural,Non-tribal,"Searcy, AR",0.3464419475655431
Arkansas State University-Newport,2012,727,259,2043,Rural,Non-tribal,"Searcy, AR",0.3562585969738652
Arkansas State University-Newport,2013,573,203,2057,Rural,Non-tribal,"Searcy, AR",0.3542757417102967
Arkansas State University-Newport,2014,557,194,2477,Rural,Non-tribal,"Searcy, AR",0.348294434470377
Arkansas State University-Newport,2015,631,179,2651,Rural,Non-tribal,"Searcy, AR",0.2836767036450079
Arkansas State University-Newport,2016,814,236,2735,Rural,Non-tribal,"Searcy, AR",0.28992628992628994
Arkansas State University-Newport,2017,869,252,2512,Rural,Non-tribal,"Searcy, AR",0.2899884925201381
Arkansas State University-Newport,2018,1002,377,2270,Rural,Non-tribal,"Searcy, AR",0.37624750499001997
Arkansas State University-Newport,2019,1081,448,2269,Rural,Non-tribal,"Searcy, AR",0.4144310823311748
Arkansas State University-Newport,2020,949,260,1941,Rural,Non-tribal,"Searcy, AR",0.273972602739726
Arkansas State University-Newport,2021,1122,332,1829,Rural,Non-tribal,"Searcy, AR",0.29590017825311943
Arkansas State University-Newport,2022,1296,390,1592,Rural,Non-tribal,"Searcy, AR",0.30092592592592593
Arkansas State University-Newport,2023,1212,376,1732,Rural,Non-tribal,"Searcy, AR",0.3102310231023102
Asheville-Buncombe Technical Community College,2010,1017,162,8059,Non-rural,Non-tribal,"Asheville, NC",0.1592920353982301
Asheville-Buncombe Technical Community College,2011,1132,177,8056,Non-rural,Non-tribal,"Asheville, NC",0.15636042402826855
Asheville-Buncombe Technical Community College,2012,1273,192,8078,Non-rural,Non-tribal,"Asheville, NC",0.15082482325216026
Asheville-Buncombe Technical Community College,2013,1486,170,8092,Non-rural,Non-tribal,"Asheville, NC",0.11440107671601615
Asheville-Buncombe Technical Community College,2014,1823,271,7507,Non-rural,Non-tribal,"Asheville, NC",0.14865606143719146
Asheville-Buncombe Technical Community College,2015,1704,312,7233,Non-rural,Non-tribal,"Asheville, NC",0.18309859154929578
Asheville-Buncombe Technical Community College,2016,1481,245,7226,Non-rural,Non-tribal,"Asheville, NC",0.16542876434841322
Asheville-Buncombe Technical Community College,2017,1474,234,7262,Non-rural,Non-tribal,"Asheville, NC",0.1587516960651289
Asheville-Buncombe Technical Community College,2018,1383,221,6892,Non-rural,Non-tribal,"Asheville, NC",0.15979754157628345
Asheville-Buncombe Technical Community College,2019,1609,326,7003,Non-rural,Non-tribal,"Asheville, NC",0.20261031696706028
Asheville-Buncombe Technical Community College,2020,1427,287,6601,Non-rural,Non-tribal,"Asheville, NC",0.20112123335669235
Asheville-Buncombe Technical Community College,2021,1139,153,6270,Non-rural,Non-tribal,"Asheville, NC",0.13432835820895522
Asheville-Buncombe Technical Community College,2022,1001,195,6473,Non-rural,Non-tribal,"Asheville, NC",0.19480519480519481
Asheville-Buncombe Technical Community College,2023,1456,306,6297,Non-rural,Non-tribal,"Asheville, NC",0.21016483516483517
Ashland Community and Technical College,2010,1348,616,4688,Non-rural,Non-tribal,"Huntington, WV",0.456973293768546
Ashland Community and Technical College,2011,1236,557,4932,Non-rural,Non-tribal,"Huntington, WV",0.4506472491909385
Ashland Community and Technical College,2012,1532,715,3925,Non-rural,Non-tribal,"Huntington, WV",0.466710182767624
Ashland Community and Technical College,2013,1606,783,3359,Non-rural,Non-tribal,"Huntington, WV",0.487546699875467
Ashland Community and Technical College,2014,1464,616,3345,Non-rural,Non-tribal,"Huntington, WV",0.4207650273224044
Ashland Community and Technical College,2015,1619,693,2728,Non-rural,Non-tribal,"Huntington, WV",0.4280420012353304
Ashland Community and Technical College,2016,1719,746,2775,Non-rural,Non-tribal,"Huntington, WV",0.4339732402559628
Ashland Community and Technical College,2017,2313,1239,2603,Non-rural,Non-tribal,"Huntington, WV",0.5356679636835279
Ashland Community and Technical College,2018,2127,1021,2542,Non-rural,Non-tribal,"Huntington, WV",0.4800188058298072
Ashland Community and Technical College,2019,1799,708,2598,Non-rural,Non-tribal,"Huntington, WV",0.3935519733185103
Ashland Community and Technical College,2020,2530,1211,2400,Non-rural,Non-tribal,"Huntington, WV",0.47865612648221345
Ashland Community and Technical College,2021,2094,882,2479,Non-rural,Non-tribal,"Huntington, WV",0.42120343839541546
Ashland Community and Technical College,2022,2263,920,2515,Non-rural,Non-tribal,"Huntington, WV",0.4065399911621741
Ashland Community and Technical College,2023,2179,885,2559,Non-rural,Non-tribal,"Huntington, WV",0.406149609912804
Asnuntuck Community College,2010,482,0,1836,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0
Asnuntuck Community College,2011,414,0,1687,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0
Asnuntuck Community College,2012,414,199,1673,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.4806763285024155
Asnuntuck Community College,2013,563,330,1715,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.5861456483126111
Asnuntuck Community College,2014,485,259,1603,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.534020618556701
Asnuntuck Community College,2015,410,171,1571,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.4170731707317073
Asnuntuck Community College,2016,401,148,1945,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.3690773067331671
Asnuntuck Community College,2017,433,186,1870,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.4295612009237875
Asnuntuck Community College,2018,427,187,1858,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.4379391100702576
Asnuntuck Community College,2019,452,176,1600,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.3893805309734513
Asnuntuck Community College,2020,254,52,1304,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.2047244094488189
Asnuntuck Community College,2021,304,115,1220,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.3782894736842105
Asnuntuck Community College,2022,288,109,1264,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.3784722222222222
Athens Technical College,2010,1455,364,5741,Non-rural,Non-tribal,"Athens, GA",0.2501718213058419
Athens Technical College,2011,2082,363,5111,Rural,Non-tribal,"Athens, GA",0.17435158501440923
Athens Technical College,2012,1848,467,4788,Non-rural,Non-tribal,"Athens, GA",0.2527056277056277
Athens Technical College,2013,1759,415,4563,Non-rural,Non-tribal,"Athens, GA",0.2359295054007959
Athens Technical College,2014,1847,498,4336,Non-rural,Non-tribal,"Athens, GA",0.26962642122360586
Athens Technical College,2015,1788,419,4199,Non-rural,Non-tribal,"Athens, GA",0.23434004474272932
Athens Technical College,2016,1823,409,4210,Non-rural,Non-tribal,"Athens, GA",0.22435545803620405
Athens Technical College,2017,2054,480,4493,Non-rural,Non-tribal,"Athens, GA",0.23369036027263876
Athens Technical College,2018,1795,502,4567,Non-rural,Non-tribal,"Athens, GA",0.2796657381615599
Athens Technical College,2019,1926,544,4756,Non-rural,Non-tribal,"Athens, GA",0.2824506749740395
Athens Technical College,2020,2168,633,4294,Non-rural,Non-tribal,"Athens, GA",0.29197416974169743
Athens Technical College,2021,2063,666,3943,Non-rural,Non-tribal,"Athens, GA",0.32283082888996606
Athens Technical College,2022,1821,648,3865,Non-rural,Non-tribal,"Athens, GA",0.35584843492586493
Athens Technical College,2023,2286,776,4169,Non-rural,Non-tribal,"Athens, GA",0.3394575678040245
Atlanta Technical College,2010,1652,637,5055,Non-rural,Non-tribal,"Atlanta, GA",0.3855932203389831
Atlanta Technical College,2011,2164,717,4491,Non-rural,Non-tribal,"Atlanta, GA",0.33133086876155265
Atlanta Technical College,2012,2136,705,4874,Non-rural,Non-tribal,"Atlanta, GA",0.3300561797752809
Atlanta Technical College,2013,1835,601,4859,Non-rural,Non-tribal,"Atlanta, GA",0.32752043596730246
Atlanta Technical College,2014,2076,795,4282,Non-rural,Non-tribal,"Atlanta, GA",0.3829479768786127
Atlanta Technical College,2015,2352,696,3789,Non-rural,Non-tribal,"Atlanta, GA",0.29591836734693877
Atlanta Technical College,2016,2556,723,3775,Non-rural,Non-tribal,"Atlanta, GA",0.2828638497652582
Atlanta Technical College,2017,2604,648,4098,Non-rural,Non-tribal,"Atlanta, GA",0.2488479262672811
Atlanta Technical College,2018,2285,521,3562,Non-rural,Non-tribal,"Atlanta, GA",0.22800875273522975
Atlanta Technical College,2019,2378,477,3797,Non-rural,Non-tribal,"Atlanta, GA",0.20058873002523128
Atlanta Technical College,2020,2151,555,3030,Non-rural,Non-tribal,"Atlanta, GA",0.2580195258019526
Atlanta Technical College,2021,2676,379,3383,Non-rural,Non-tribal,"Atlanta, GA",0.14162929745889388
